EXP HEAD,DEPT,SCHOOL,SCHOOL CODE,DESCRIPTION,YEAR,VALUE
DA4040,A10,ULLAPOOL HIGH SCHOOL,EM,SANITARY PRODUCTS TOWELS,1920,114.23
DA4041,A10,ULLAPOOL HIGH SCHOOL,EM,SANITARY PRODUCTS TAMPONS,1920,155.52
DA4550,A10,ULLAPOOL HIGH SCHOOL,EM,CLASSROOM SUPPLIES,1920,16890.66
DA4553,A10,ULLAPOOL HIGH SCHOOL,EM,PE SUPPLIES,1920,6.48
DD3001,A10,ULLAPOOL HIGH SCHOOL,EM,PHOTOCOPY NO OF COPIES CHG,1920,-63.71
DD3003,A10,ULLAPOOL HIGH SCHOOL,EM,MPS COSTS MONO,1920,3840.42
DD3004,A10,ULLAPOOL HIGH SCHOOL,EM,MPS COSTS COLOUR,1920,2981.58
DD4001,A10,ULLAPOOL HIGH SCHOOL,EM,BOOKS TEXT BOOKS/STATIONERY,1920,816.75
DF4001,A10,ULLAPOOL HIGH SCHOOL,EM,ICT CHARGES CORE SUPPLIER,1920,157.17
DF7000,A10,ULLAPOOL HIGH SCHOOL,EM,POSTAGES,1920,219.61
DF9000,A10,ULLAPOOL HIGH SCHOOL,EM,LANDLINE TELEPHONES RENTAL,1920,1965.55
DF9005,A10,ULLAPOOL HIGH SCHOOL,EM,LANDLINE TELEPHONES USAGE,1920,62.88
EE1200,A10,ULLAPOOL HIGH SCHOOL,EM,SCOTT QUALIFICATIONS AUTHORITY,1920,23953.5
KC1936,A10,ULLAPOOL HIGH SCHOOL,EM,OTHER FEES/CHARGES,1920,-588.0
KG2000,A10,ULLAPOOL HIGH SCHOOL,EM,SALE OF VEHICLES,1920,-1280.08
XH1050,A10,ULLAPOOL HIGH SCHOOL,EM,REVENUE ACCOUNT BALANCE,1920,-21793.92
KE3000,A21,ULLAPOOL HIGH SCHOOL,ADD FUNDS,INCOME FROM WITHIN HLAND CNCL,1920,-1342.0
DA4550,A50,ULLAPOOL HIGH SCHOOL,ART,CLASSROOM SUPPLIES,1920,21.8
DA4551,A50,ULLAPOOL HIGH SCHOOL,ART,ART&CRAFT SUPPLIES,1920,1268.37
DD4001,A50,ULLAPOOL HIGH SCHOOL,ART,BOOKS TEXT BOOKS/STATIONERY,1920,378.2
DA4555,A51,ULLAPOOL HIGH SCHOOL,BIOLOGY,SCIENTIFIC SUPPLIES,1920,151.31
DD4001,A51,ULLAPOOL HIGH SCHOOL,BIOLOGY,BOOKS TEXT BOOKS/STATIONERY,1920,120.0
DA4555,A54,ULLAPOOL HIGH SCHOOL,CHEMISTRY,SCIENTIFIC SUPPLIES,1920,211.17
DA4550,A57,ULLAPOOL HIGH SCHOOL,COMPUTING,CLASSROOM SUPPLIES,1920,278.26
DA4550,A58,ULLAPOOL HIGH SCHOOL,ENGLISH,CLASSROOM SUPPLIES,1920,678.22
DD4001,A58,ULLAPOOL HIGH SCHOOL,ENGLISH,BOOKS TEXT BOOKS/STATIONERY,1920,850.52
DA4550,A59,ULLAPOOL HIGH SCHOOL,GAELIC,CLASSROOM SUPPLIES,1920,153.89
DD4001,A59,ULLAPOOL HIGH SCHOOL,GAELIC,BOOKS TEXT BOOKS/STATIONERY,1920,82.7
DA4550,A60,ULLAPOOL HIGH SCHOOL,GEOGRAPHY,CLASSROOM SUPPLIES,1920,142.95
DD4001,A60,ULLAPOOL HIGH SCHOOL,GEOGRAPHY,BOOKS TEXT BOOKS/STATIONERY,1920,76.04
DD4001,A61,ULLAPOOL HIGH SCHOOL,HISTORY,BOOKS TEXT BOOKS/STATIONERY,1920,164.13
DA4550,A62,ULLAPOOL HIGH SCHOOL,HOME EC,CLASSROOM SUPPLIES,1920,214.85
DA4550,A64,ULLAPOOL HIGH SCHOOL,LRN SUP,CLASSROOM SUPPLIES,1920,145.63
DA4550,A66,ULLAPOOL HIGH SCHOOL,MATHS,CLASSROOM SUPPLIES,1920,234.52
DD4001,A66,ULLAPOOL HIGH SCHOOL,MATHS,BOOKS TEXT BOOKS/STATIONERY,1920,240.02
DD4001,A67,ULLAPOOL HIGH SCHOOL,MOD LANG,BOOKS TEXT BOOKS/STATIONERY,1920,418.91
DD4001,A68,ULLAPOOL HIGH SCHOOL,MOD STD,BOOKS TEXT BOOKS/STATIONERY,1920,243.13
DA4550,A69,ULLAPOOL HIGH SCHOOL,MUSIC & DRAMA,CLASSROOM SUPPLIES,1920,42.04
DA4554,A69,ULLAPOOL HIGH SCHOOL,MUSIC & DRAMA,MUSICAL SUPPLIES,1920,196.05
DD4001,A69,ULLAPOOL HIGH SCHOOL,MUSIC & DRAMA,BOOKS TEXT BOOKS/STATIONERY,1920,14.38
DA4550,A70,ULLAPOOL HIGH SCHOOL,PE,CLASSROOM SUPPLIES,1920,453.21
DA4553,A70,ULLAPOOL HIGH SCHOOL,PE,PE SUPPLIES,1920,305.62
DD4001,A70,ULLAPOOL HIGH SCHOOL,PE,BOOKS TEXT BOOKS/STATIONERY,1920,0.7
DA4555,A71,ULLAPOOL HIGH SCHOOL,PHYSICS,SCIENTIFIC SUPPLIES,1920,187.84
DA4550,A74,ULLAPOOL HIGH SCHOOL,SCIENCE S1,CLASSROOM SUPPLIES,1920,227.75
DA4555,A74,ULLAPOOL HIGH SCHOOL,SCIENCE S1,SCIENTIFIC SUPPLIES,1920,224.49
DD4001,A74,ULLAPOOL HIGH SCHOOL,SCIENCE S1,BOOKS TEXT BOOKS/STATIONERY,1920,52.2
DA4552,A79,ULLAPOOL HIGH SCHOOL,TECHNICAL,WOOD/METALWORK SUPPLIES,1920,1114.01
DD4001,A79,ULLAPOOL HIGH SCHOOL,TECHNICAL,BOOKS TEXT BOOKS/STATIONERY,1920,51.77
DD4001,A83,ULLAPOOL HIGH SCHOOL,GUIDANCE,BOOKS TEXT BOOKS/STATIONERY,1920,52.19
DA4556,A84,ULLAPOOL HIGH SCHOOL,HOME EC FOOD,HOME ECONOMICS SUPPLIES,1920,1399.52
AA1100,PEF,ULLAPOOL HIGH SCHOOL,PEF,TEACHERS PERMANENT BASIC PAY,1920,1072.6
AA1101,PEF,ULLAPOOL HIGH SCHOOL,PEF,SUPPLY COVER BASIC PAY,1920,145.79
AB1100,PEF,ULLAPOOL HIGH SCHOOL,PEF,NI PERMANENT TEACHERS,1920,114.75
AC1100,PEF,ULLAPOOL HIGH SCHOOL,PEF,SUPERANN PERMANENT TEACHERS,1920,159.78
AC1101,PEF,ULLAPOOL HIGH SCHOOL,PEF,SUPERANN SUPPLY COVER,1920,33.53
AE1600,PEF,ULLAPOOL HIGH SCHOOL,PEF,MISCELLANEOUS,1920,1455.0
AS1000,PEF,ULLAPOOL HIGH SCHOOL,PEF,APPRENTICESHIP LEVY COST,1920,5.31
CC1000,PEF,ULLAPOOL HIGH SCHOOL,PEF,EDUCATIONAL TRAVEL,1920,195.0
CF1004,PEF,ULLAPOOL HIGH SCHOOL,PEF,TRAVEL MILEAGE NON TAXABLE,1920,52.58
DA4550,PEF,ULLAPOOL HIGH SCHOOL,PEF,CLASSROOM SUPPLIES,1920,2268.38
EF1003,PEF,ULLAPOOL HIGH SCHOOL,PEF,VOLUNTARY ASSOCS/OTHER BODIES,1920,870.0
KA3000,PEF,ULLAPOOL HIGH SCHOOL,PEF,GOVT GRANTS SPECIFIC GRANTS,1920,-6372.72
AA1100,A09,ULLAPOOL HIGH SCHOOL,DGM,TEACHERS PERMANENT BASIC PAY,2021,32094.3
AB1100,A09,ULLAPOOL HIGH SCHOOL,DGM,NI PERMANENT TEACHERS,2021,2601.7
AC1100,A09,ULLAPOOL HIGH SCHOOL,DGM,SUPERANN PERMANENT TEACHERS,2021,7619.8
AS1000,A09,ULLAPOOL HIGH SCHOOL,DGM,APPRENTICESHIP LEVY COST,2021,160.48
CF1004,A09,ULLAPOOL HIGH SCHOOL,DGM,TRAVEL MILEAGE NON TAXABLE,2021,61.96
AA1001,A10,ULLAPOOL HIGH SCHOOL,EM,APT&C BASIC PAY,2021,42405.52
AA1002,A10,ULLAPOOL HIGH SCHOOL,EM,MANUAL STAFF BASIC PAY,2021,677.07
AA1100,A10,ULLAPOOL HIGH SCHOOL,EM,TEACHERS PERMANENT BASIC PAY,2021,1014146.88
AA1101,A10,ULLAPOOL HIGH SCHOOL,EM,SUPPLY COVER BASIC PAY,2021,-725.24
AA1103,A10,ULLAPOOL HIGH SCHOOL,EM,AUX STAFF EDUCATION BASIC PAY,2021,2235.96
AA1110,A10,ULLAPOOL HIGH SCHOOL,EM,LABORATORY TECH'N BASIC PAY,2021,1999.22
AA1250,A10,ULLAPOOL HIGH SCHOOL,EM,HOLIDAY PAY,2021,8.58
AB1000,A10,ULLAPOOL HIGH SCHOOL,EM,NI NONTEACHERS,2021,3117.25
AB1100,A10,ULLAPOOL HIGH SCHOOL,EM,NI PERMANENT TEACHERS,2021,110062.17
AB1101,A10,ULLAPOOL HIGH SCHOOL,EM,NI SUPPLY COVER,2021,129.81
AC1000,A10,ULLAPOOL HIGH SCHOOL,EM,SUPERANN NON TEACHERS,2021,6470.97
AC1100,A10,ULLAPOOL HIGH SCHOOL,EM,SUPERANN PERMANENT TEACHERS,2021,234255.66
AC1101,A10,ULLAPOOL HIGH SCHOOL,EM,SUPERANN SUPPLY COVER,2021,144.74
AE1600,A10,ULLAPOOL HIGH SCHOOL,EM,MISCELLANEOUS,2021,-305.63
AH1010,A10,ULLAPOOL HIGH SCHOOL,EM,STAFF DEVELOPMENT,2021,198.0
AS1000,A10,ULLAPOOL HIGH SCHOOL,EM,APPRENTICESHIP LEVY COST,2021,5326.46
BA3000,A10,ULLAPOOL HIGH SCHOOL,EM,MAINT CLIENT EXTERNAL PARTIES,2021,234.81
BB2000,A10,ULLAPOOL HIGH SCHOOL,EM,ELECTRICITY CHARGES,2021,34845.79
BB3010,A10,ULLAPOOL HIGH SCHOOL,EM,CALOR GAS,2021,4868.56
BB5000,A10,ULLAPOOL HIGH SCHOOL,EM,BIOMAS WOODCHIP FUEL,2021,35333.33
BE1000,A10,ULLAPOOL HIGH SCHOOL,EM,WATER CHARGES,2021,18065.17
BH2000,A10,ULLAPOOL HIGH SCHOOL,EM,CLEANING MATERIALS/EQUIPMENT,2021,678.06
CA1000,A10,ULLAPOOL HIGH SCHOOL,EM,DERV,2021,691.95
CB1006,A10,ULLAPOOL HIGH SCHOOL,EM,INT HIRE CONT CHG FROM FLEET,2021,17958.24
DA1000,A10,ULLAPOOL HIGH SCHOOL,EM,EQUIPMENT PURCHASE,2021,960.0
DA2040,A10,ULLAPOOL HIGH SCHOOL,EM,EQUIPMENT REPAIRS,2021,1324.06
DA4000,A10,ULLAPOOL HIGH SCHOOL,EM,MATERIALS,2021,19.19
DA4550,A10,ULLAPOOL HIGH SCHOOL,EM,CLASSROOM SUPPLIES,2021,4726.34
DD3003,A10,ULLAPOOL HIGH SCHOOL,EM,MPS COSTS MONO,2021,2252.14
DD3004,A10,ULLAPOOL HIGH SCHOOL,EM,MPS COSTS COLOUR,2021,2198.14
DD4001,A10,ULLAPOOL HIGH SCHOOL,EM,BOOKS TEXT BOOKS/STATIONERY,2021,2307.08
DF7000,A10,ULLAPOOL HIGH SCHOOL,EM,POSTAGES,2021,87.8
DF9000,A10,ULLAPOOL HIGH SCHOOL,EM,LANDLINE TELEPHONES RENTAL,2021,1304.74
DF9005,A10,ULLAPOOL HIGH SCHOOL,EM,LANDLINE TELEPHONES USAGE,2021,143.88
DF9010,A10,ULLAPOOL HIGH SCHOOL,EM,MOBILE PHONE LINE RENTAL,2021,6.0
DF9025,A10,ULLAPOOL HIGH SCHOOL,EM,TELEPHONY MAINTENANCE,2021,162.5
EE1200,A10,ULLAPOOL HIGH SCHOOL,EM,SCOTT QUALIFICATIONS AUTHORITY,2021,23775.0
KA2000,A10,ULLAPOOL HIGH SCHOOL,EM,GOVT GRANTS NONSPECIFIC GRANT,2021,-615.92
XH1050,A10,ULLAPOOL HIGH SCHOOL,EM,REVENUE ACCOUNT BALANCE,2021,-9124.11
DA4550,A50,ULLAPOOL HIGH SCHOOL,ART,CLASSROOM SUPPLIES,2021,132.72
DA4551,A50,ULLAPOOL HIGH SCHOOL,ART,ART&CRAFT SUPPLIES,2021,554.67
DA4550,A51,ULLAPOOL HIGH SCHOOL,BIOLOGY,CLASSROOM SUPPLIES,2021,180.0
DA4550,A54,ULLAPOOL HIGH SCHOOL,CHEMISTRY,CLASSROOM SUPPLIES,2021,87.27
DA4550,A57,ULLAPOOL HIGH SCHOOL,COMPUTING,CLASSROOM SUPPLIES,2021,122.53
DA4550,A58,ULLAPOOL HIGH SCHOOL,ENGLISH,CLASSROOM SUPPLIES,2021,85.2
DD4001,A58,ULLAPOOL HIGH SCHOOL,ENGLISH,BOOKS TEXT BOOKS/STATIONERY,2021,410.5
DA4550,A59,ULLAPOOL HIGH SCHOOL,GAELIC,CLASSROOM SUPPLIES,2021,19.13
DA4550,A60,ULLAPOOL HIGH SCHOOL,GEOGRAPHY,CLASSROOM SUPPLIES,2021,97.58
DD4001,A60,ULLAPOOL HIGH SCHOOL,GEOGRAPHY,BOOKS TEXT BOOKS/STATIONERY,2021,147.89
DA4550,A61,ULLAPOOL HIGH SCHOOL,HISTORY,CLASSROOM SUPPLIES,2021,182.31
DD4001,A61,ULLAPOOL HIGH SCHOOL,HISTORY,BOOKS TEXT BOOKS/STATIONERY,2021,172.33
DA4550,A62,ULLAPOOL HIGH SCHOOL,HOME EC,CLASSROOM SUPPLIES,2021,317.32
DD4001,A62,ULLAPOOL HIGH SCHOOL,HOME EC,BOOKS TEXT BOOKS/STATIONERY,2021,11.82
DA4550,A64,ULLAPOOL HIGH SCHOOL,LRN SUP,CLASSROOM SUPPLIES,2021,246.75
DD4001,A64,ULLAPOOL HIGH SCHOOL,LRN SUP,BOOKS TEXT BOOKS/STATIONERY,2021,11.82
DA4550,A66,ULLAPOOL HIGH SCHOOL,MATHS,CLASSROOM SUPPLIES,2021,98.75
DD4001,A67,ULLAPOOL HIGH SCHOOL,MOD LANG,BOOKS TEXT BOOKS/STATIONERY,2021,197.43
DD4001,A68,ULLAPOOL HIGH SCHOOL,MOD STD,BOOKS TEXT BOOKS/STATIONERY,2021,140.0
DA4554,A69,ULLAPOOL HIGH SCHOOL,MUSIC & DRAMA,MUSICAL SUPPLIES,2021,227.25
DA4553,A70,ULLAPOOL HIGH SCHOOL,PE,PE SUPPLIES,2021,40.45
DA4550,A71,ULLAPOOL HIGH SCHOOL,PHYSICS,CLASSROOM SUPPLIES,2021,104.0
DA4550,A73,ULLAPOOL HIGH SCHOOL,RELIGIOUS,CLASSROOM SUPPLIES,2021,16.78
DA4550,A74,ULLAPOOL HIGH SCHOOL,SCIENCE S1,CLASSROOM SUPPLIES,2021,0.36
DA4555,A74,ULLAPOOL HIGH SCHOOL,SCIENCE S1,SCIENTIFIC SUPPLIES,2021,255.59
DA4552,A79,ULLAPOOL HIGH SCHOOL,TECHNICAL,WOOD/METALWORK SUPPLIES,2021,1263.16
DD4001,A83,ULLAPOOL HIGH SCHOOL,GUIDANCE,BOOKS TEXT BOOKS/STATIONERY,2021,200.0
DA4556,A84,ULLAPOOL HIGH SCHOOL,HOME EC FOOD,HOME ECONOMICS SUPPLIES,2021,391.76
AA1001,PEF,ULLAPOOL HIGH SCHOOL,PEF,APT&C BASIC PAY,2021,54.69
DA4550,PEF,ULLAPOOL HIGH SCHOOL,PEF,CLASSROOM SUPPLIES,2021,4022.36
KA3000,PEF,ULLAPOOL HIGH SCHOOL,PEF,GOVT GRANTS SPECIFIC GRANTS,2021,-4077.05
AA1100,A09,ULLAPOOL HIGH SCHOOL,DGM,TEACHERS PERMANENT BASIC PAY,2122,42121.0
AB1100,A09,ULLAPOOL HIGH SCHOOL,DGM,NI PERMANENT TEACHERS,2122,3530.65
AC1100,A09,ULLAPOOL HIGH SCHOOL,DGM,SUPERANN PERMANENT TEACHERS,2122,9668.76
AH1000,A09,ULLAPOOL HIGH SCHOOL,DGM,TRAINING COURSES,2122,150.0
AS1000,A09,ULLAPOOL HIGH SCHOOL,DGM,APPRENTICESHIP LEVY COST,2122,210.0
AA1001,A10,ULLAPOOL HIGH SCHOOL,EM,APT&C BASIC PAY,2122,38040.1
AA1100,A10,ULLAPOOL HIGH SCHOOL,EM,TEACHERS PERMANENT BASIC PAY,2122,1013879.43
AA1101,A10,ULLAPOOL HIGH SCHOOL,EM,SUPPLY COVER BASIC PAY,2122,21748.06
AA1103,A10,ULLAPOOL HIGH SCHOOL,EM,AUX STAFF EDUCATION BASIC PAY,2122,30.55
AA1110,A10,ULLAPOOL HIGH SCHOOL,EM,LABORATORY TECH'N BASIC PAY,2122,2053.1
AA1250,A10,ULLAPOOL HIGH SCHOOL,EM,HOLIDAY PAY,2122,31.31
AA1500,A10,ULLAPOOL HIGH SCHOOL,EM,OVERTIME GENERAL,2122,339.57
AB1000,A10,ULLAPOOL HIGH SCHOOL,EM,NI NONTEACHERS,2122,2814.73
AB1100,A10,ULLAPOOL HIGH SCHOOL,EM,NI PERMANENT TEACHERS,2122,111502.47
AB1101,A10,ULLAPOOL HIGH SCHOOL,EM,NI SUPPLY COVER,2122,1154.39
AC1000,A10,ULLAPOOL HIGH SCHOOL,EM,SUPERANN NON TEACHERS,2122,2635.18
AC1100,A10,ULLAPOOL HIGH SCHOOL,EM,SUPERANN PERMANENT TEACHERS,2122,234008.99
AC1101,A10,ULLAPOOL HIGH SCHOOL,EM,SUPERANN SUPPLY COVER,2122,2680.44
AS1000,A10,ULLAPOOL HIGH SCHOOL,EM,APPRENTICESHIP LEVY COST,2122,5384.03
BA3000,A10,ULLAPOOL HIGH SCHOOL,EM,MAINT CLIENT EXTERNAL PARTIES,2122,404.25
BB2000,A10,ULLAPOOL HIGH SCHOOL,EM,ELECTRICITY CHARGES,2122,32452.27
BB3010,A10,ULLAPOOL HIGH SCHOOL,EM,CALOR GAS,2122,4363.61
BB5000,A10,ULLAPOOL HIGH SCHOOL,EM,BIOMAS WOODCHIP FUEL,2122,31976.07
BE1000,A10,ULLAPOOL HIGH SCHOOL,EM,WATER CHARGES,2122,12329.18
BH2000,A10,ULLAPOOL HIGH SCHOOL,EM,CLEANING MATERIALS/EQUIPMENT,2122,1522.7
CA1000,A10,ULLAPOOL HIGH SCHOOL,EM,DERV,2122,2042.48
CB1006,A10,ULLAPOOL HIGH SCHOOL,EM,INT HIRE CONT CHG FROM FLEET,2122,17958.72
CB1007,A10,ULLAPOOL HIGH SCHOOL,EM,VEHICLE MAINT O/CHG FROM FLEET,2122,1162.65
CC1000,A10,ULLAPOOL HIGH SCHOOL,EM,EDUCATIONAL TRAVEL,2122,-2492.23
CD1000,A10,ULLAPOOL HIGH SCHOOL,EM,FARES,2122,14.9
CF1004,A10,ULLAPOOL HIGH SCHOOL,EM,TRAVEL MILEAGE NON TAXABLE,2122,1775.79
DA1000,A10,ULLAPOOL HIGH SCHOOL,EM,EQUIPMENT PURCHASE,2122,1152.8
DA2040,A10,ULLAPOOL HIGH SCHOOL,EM,EQUIPMENT REPAIRS,2122,45.83
DA4040,A10,ULLAPOOL HIGH SCHOOL,EM,SANITARY PRODUCTS TOWELS,2122,109.38
DA4041,A10,ULLAPOOL HIGH SCHOOL,EM,SANITARY PRODUCTS TAMPONS,2122,69.12
DA4550,A10,ULLAPOOL HIGH SCHOOL,EM,CLASSROOM SUPPLIES,2122,2166.3
DB2010,A10,ULLAPOOL HIGH SCHOOL,EM,FOOD,2122,28.65
DD1000,A10,ULLAPOOL HIGH SCHOOL,EM,PRINTING,2122,15.0
DD2000,A10,ULLAPOOL HIGH SCHOOL,EM,STATIONERY,2122,379.28
DD3003,A10,ULLAPOOL HIGH SCHOOL,EM,MPS COSTS MONO,2122,4032.25
DD3004,A10,ULLAPOOL HIGH SCHOOL,EM,MPS COSTS COLOUR,2122,2364.97
DD4001,A10,ULLAPOOL HIGH SCHOOL,EM,BOOKS TEXT BOOKS/STATIONERY,2122,928.51
DF7000,A10,ULLAPOOL HIGH SCHOOL,EM,POSTAGES,2122,259.1
DF9000,A10,ULLAPOOL HIGH SCHOOL,EM,LANDLINE TELEPHONES RENTAL,2122,1282.32
DF9005,A10,ULLAPOOL HIGH SCHOOL,EM,LANDLINE TELEPHONES USAGE,2122,137.63
DF9010,A10,ULLAPOOL HIGH SCHOOL,EM,MOBILE PHONE LINE RENTAL,2122,48.0
DF9025,A10,ULLAPOOL HIGH SCHOOL,EM,TELEPHONY MAINTENANCE,2122,195.0
EE1200,A10,ULLAPOOL HIGH SCHOOL,EM,SCOTT QUALIFICATIONS AUTHORITY,2122,23775.0
XH1050,A10,ULLAPOOL HIGH SCHOOL,EM,REVENUE ACCOUNT BALANCE,2122,-17818.49
AH1000,A21,ULLAPOOL HIGH SCHOOL,ADD FUNDS,TRAINING COURSES,2122,122.0
FA3000,A21,ULLAPOOL HIGH SCHOOL,ADD FUNDS,PROJECT FUNDS FOR SCHOOLS,2122,-742.0
DA4550,A50,ULLAPOOL HIGH SCHOOL,ART,CLASSROOM SUPPLIES,2122,274.92
DA4551,A50,ULLAPOOL HIGH SCHOOL,ART,ART&CRAFT SUPPLIES,2122,151.33
DD4001,A50,ULLAPOOL HIGH SCHOOL,ART,BOOKS TEXT BOOKS/STATIONERY,2122,30.3
DA4555,A54,ULLAPOOL HIGH SCHOOL,CHEMISTRY,SCIENTIFIC SUPPLIES,2122,11.67
DA4550,A57,ULLAPOOL HIGH SCHOOL,COMPUTING,CLASSROOM SUPPLIES,2122,249.52
DA4550,A58,ULLAPOOL HIGH SCHOOL,ENGLISH,CLASSROOM SUPPLIES,2122,11.66
DD4001,A58,ULLAPOOL HIGH SCHOOL,ENGLISH,BOOKS TEXT BOOKS/STATIONERY,2122,931.0
DA4550,A59,ULLAPOOL HIGH SCHOOL,GAELIC,CLASSROOM SUPPLIES,2122,34.97
DD4001,A59,ULLAPOOL HIGH SCHOOL,GAELIC,BOOKS TEXT BOOKS/STATIONERY,2122,30.03
DD4001,A60,ULLAPOOL HIGH SCHOOL,GEOGRAPHY,BOOKS TEXT BOOKS/STATIONERY,2122,122.52
DD4001,A61,ULLAPOOL HIGH SCHOOL,HISTORY,BOOKS TEXT BOOKS/STATIONERY,2122,77.77
DA4550,A62,ULLAPOOL HIGH SCHOOL,HOME EC,CLASSROOM SUPPLIES,2122,249.26
DD4001,A62,ULLAPOOL HIGH SCHOOL,HOME EC,BOOKS TEXT BOOKS/STATIONERY,2122,31.31
DA4550,A64,ULLAPOOL HIGH SCHOOL,LRN SUP,CLASSROOM SUPPLIES,2122,659.68
DD4001,A64,ULLAPOOL HIGH SCHOOL,LRN SUP,BOOKS TEXT BOOKS/STATIONERY,2122,12.53
DA4550,A66,ULLAPOOL HIGH SCHOOL,MATHS,CLASSROOM SUPPLIES,2122,21.66
DD4001,A66,ULLAPOOL HIGH SCHOOL,MATHS,BOOKS TEXT BOOKS/STATIONERY,2122,205.95
DD4001,A67,ULLAPOOL HIGH SCHOOL,MOD LANG,BOOKS TEXT BOOKS/STATIONERY,2122,462.52
DD4001,A68,ULLAPOOL HIGH SCHOOL,MOD STD,BOOKS TEXT BOOKS/STATIONERY,2122,41.88
DA4550,A69,ULLAPOOL HIGH SCHOOL,MUSIC & DRAMA,CLASSROOM SUPPLIES,2122,50.0
DA4554,A69,ULLAPOOL HIGH SCHOOL,MUSIC & DRAMA,MUSICAL SUPPLIES,2122,26.67
DD4001,A69,ULLAPOOL HIGH SCHOOL,MUSIC & DRAMA,BOOKS TEXT BOOKS/STATIONERY,2122,28.69
DA4550,A70,ULLAPOOL HIGH SCHOOL,PE,CLASSROOM SUPPLIES,2122,11.95
DA4553,A70,ULLAPOOL HIGH SCHOOL,PE,PE SUPPLIES,2122,817.5
DA4555,A71,ULLAPOOL HIGH SCHOOL,PHYSICS,SCIENTIFIC SUPPLIES,2122,337.18
DA4550,A73,ULLAPOOL HIGH SCHOOL,RELIGIOUS,CLASSROOM SUPPLIES,2122,182.35
DD4001,A73,ULLAPOOL HIGH SCHOOL,RELIGIOUS,BOOKS TEXT BOOKS/STATIONERY,2122,47.14
DA4555,A74,ULLAPOOL HIGH SCHOOL,SCIENCE S1,SCIENTIFIC SUPPLIES,2122,1265.32
DD4001,A74,ULLAPOOL HIGH SCHOOL,SCIENCE S1,BOOKS TEXT BOOKS/STATIONERY,2122,187.31
DA4552,A79,ULLAPOOL HIGH SCHOOL,TECHNICAL,WOOD/METALWORK SUPPLIES,2122,1593.25
DD4001,A79,ULLAPOOL HIGH SCHOOL,TECHNICAL,BOOKS TEXT BOOKS/STATIONERY,2122,196.05
DD4001,A83,ULLAPOOL HIGH SCHOOL,GUIDANCE,BOOKS TEXT BOOKS/STATIONERY,2122,201.66
DA4556,A84,ULLAPOOL HIGH SCHOOL,HOME EC FOOD,HOME ECONOMICS SUPPLIES,2122,812.78
AA1001,PEF,ULLAPOOL HIGH SCHOOL,PEF,APT&C BASIC PAY,2122,92.94
AA1103,PEF,ULLAPOOL HIGH SCHOOL,PEF,AUX STAFF EDUCATION BASIC PAY,2122,7120.75
AA1250,PEF,ULLAPOOL HIGH SCHOOL,PEF,HOLIDAY PAY,2122,1.62
AB1000,PEF,ULLAPOOL HIGH SCHOOL,PEF,NI NONTEACHERS,2122,264.2
AC1000,PEF,ULLAPOOL HIGH SCHOOL,PEF,SUPERANN NON TEACHERS,2122,1353.24
AS1000,PEF,ULLAPOOL HIGH SCHOOL,PEF,APPRENTICESHIP LEVY COST,2122,35.62
DA4550,PEF,ULLAPOOL HIGH SCHOOL,PEF,CLASSROOM SUPPLIES,2122,-1328.7
EF1003,PEF,ULLAPOOL HIGH SCHOOL,PEF,VOLUNTARY ASSOCS/OTHER BODIES,2122,1370.0
KA3000,PEF,ULLAPOOL HIGH SCHOOL,PEF,GOVT GRANTS SPECIFIC GRANTS,2122,-8909.67
AA1100,A09,ULLAPOOL HIGH SCHOOL,DGM,TEACHERS PERMANENT BASIC PAY,2223,45300.0
AB1100,A09,ULLAPOOL HIGH SCHOOL,DGM,NI PERMANENT TEACHERS,2223,4061.61
AC1100,A09,ULLAPOOL HIGH SCHOOL,DGM,SUPERANN PERMANENT TEACHERS,2223,10414.35
AS1000,A09,ULLAPOOL HIGH SCHOOL,DGM,APPRENTICESHIP LEVY COST,2223,227.21
AA1001,A10,ULLAPOOL HIGH SCHOOL,EM,APT&C BASIC PAY,2223,41328.45
AA1100,A10,ULLAPOOL HIGH SCHOOL,EM,TEACHERS PERMANENT BASIC PAY,2223,1080832.79
AA1101,A10,ULLAPOOL HIGH SCHOOL,EM,SUPPLY COVER BASIC PAY,2223,11476.96
AA1110,A10,ULLAPOOL HIGH SCHOOL,EM,LABORATORY TECH'N BASIC PAY,2223,4121.12
AA1250,A10,ULLAPOOL HIGH SCHOOL,EM,HOLIDAY PAY,2223,63.23
AA1500,A10,ULLAPOOL HIGH SCHOOL,EM,OVERTIME GENERAL,2223,67.91
AB1000,A10,ULLAPOOL HIGH SCHOOL,EM,NI NONTEACHERS,2223,3323.66
AB1100,A10,ULLAPOOL HIGH SCHOOL,EM,NI PERMANENT TEACHERS,2223,125256.25
AB1101,A10,ULLAPOOL HIGH SCHOOL,EM,NI SUPPLY COVER,2223,1519.48
AC1000,A10,ULLAPOOL HIGH SCHOOL,EM,SUPERANN NON TEACHERS,2223,14589.55
AC1100,A10,ULLAPOOL HIGH SCHOOL,EM,SUPERANN PERMANENT TEACHERS,2223,246668.89
AC1101,A10,ULLAPOOL HIGH SCHOOL,EM,SUPERANN SUPPLY COVER,2223,2557.59
AH1010,A10,ULLAPOOL HIGH SCHOOL,EM,STAFF DEVELOPMENT,2223,2920.79
AS1000,A10,ULLAPOOL HIGH SCHOOL,EM,APPRENTICESHIP LEVY COST,2223,5686.51
