SEEDCODE,LOCAL AUTHORITY,SCHOOL TYPE,SCHOOL,TEACHERS,PUPIL ROLL,ASN PUPILS,ATTENDANCE RATE,YEAR
5522420,EDINBURGH CITY,PRIMARY,CRAIGENTINNY PRIMARY SCHOOL,14.44,187,,,1213
5522528,EDINBURGH CITY,PRIMARY,CRAIGLOCKHART PRIMARY SCHOOL,17.87,380,,,1213
5522927,EDINBURGH CITY,PRIMARY,CRAMOND PRIMARY SCHOOL,18.81,394,,,1213
5523028,EDINBURGH CITY,PRIMARY,DALRY PRIMARY SCHOOL,14.8,277,,,1213
5523125,EDINBURGH CITY,PRIMARY,DAVIDSON'S MAINS PRIMARY SCHOOL,23.11,488,,,1213
5523524,EDINBURGH CITY,PRIMARY,DUDDINGSTON PRIMARY SCHOOL,22.92,376,,,1213
5523826,EDINBURGH CITY,PRIMARY,FLORA STEVENSON PRIMARY SCHOOL,24.18,501,,,1213
5524024,EDINBURGH CITY,PRIMARY,FOX COVERT ND PRIMARY SCHOOL,10.26,210,,,1213
5524121,EDINBURGH CITY,PRIMARY,ST ANDREW'S FOX COVERT RC PRIMARY SCHOOL,9.69,174,,,1213
5524229,EDINBURGH CITY,PRIMARY,GILMERTON PRIMARY SCHOOL,23.38,400,,,1213
5524423,EDINBURGH CITY,PRIMARY,GRACEMOUNT PRIMARY SCHOOL,25.0,433,,,1213
5524520,EDINBURGH CITY,PRIMARY,GRANTON PRIMARY SCHOOL,21.4,365,,,1213
5524822,EDINBURGH CITY,PRIMARY,GYLEMUIR PRIMARY SCHOOL,23.76,449,,,1213
5525128,EDINBURGH CITY,PRIMARY,HERMITAGE PARK PRIMARY SCHOOL,18.38,352,,,1213
5525225,EDINBURGH CITY,PRIMARY,HOLY CROSS ROMAN CATHOLIC PRIMARY SCHOOL,17.89,282,,,1213
5525829,EDINBURGH CITY,PRIMARY,JAMES GILLESPIE'S PRIMARY SCHOOL,26.0,419,,,1213
5525926,EDINBURGH CITY,PRIMARY,JUNIPER GREEN PRIMARY SCHOOL,23.64,404,,,1213
5526124,EDINBURGH CITY,PRIMARY,LEITH WALK PRIMARY SCHOOL,11.76,217,,,1213
5526523,EDINBURGH CITY,PRIMARY,LONGSTONE PRIMARY SCHOOL,12.18,247,,,1213
5526620,EDINBURGH CITY,PRIMARY,LORNE PRIMARY SCHOOL,12.54,242,,,1213
5527023,EDINBURGH CITY,PRIMARY,MURRAYBURN PRIMARY SCHOOL,22.14,364,,,1213
5527120,EDINBURGH CITY,PRIMARY,NEWCRAIGHALL PRIMARY SCHOOL,9.55,109,,,1213
5527228,EDINBURGH CITY,PRIMARY,NIDDRIE MILL PRIMARY SCHOOL,19.99,270,,,1213
5527422,EDINBURGH CITY,PRIMARY,OXGANGS PRIMARY SCHOOL,18.4,387,,,1213
5527627,EDINBURGH CITY,PRIMARY,PARSONS GREEN PRIMARY SCHOOL,14.6,292,,,1213
5527821,EDINBURGH CITY,PRIMARY,PIRNIEHALL PRIMARY SCHOOL,16.69,267,,,1213
5527929,EDINBURGH CITY,PRIMARY,PRESTONFIELD PRIMARY SCHOOL,10.43,184,,,1213
5528127,EDINBURGH CITY,PRIMARY,PRESTON STREET PRIMARY SCHOOL,12.45,271,,,1213
5528224,EDINBURGH CITY,PRIMARY,ROSEBURN PRIMARY SCHOOL,11.76,233,,,1213
5528321,EDINBURGH CITY,PRIMARY,THE ROYAL HIGH PRIMARY SCHOOL,17.92,338,,,1213
5528526,EDINBURGH CITY,PRIMARY,SCIENNES PRIMARY SCHOOL,26.93,638,,,1213
5528623,EDINBURGH CITY,PRIMARY,SIGHTHILL PRIMARY SCHOOL,12.31,172,,,1213
5528925,EDINBURGH CITY,PRIMARY,SOUTH MORNINGSIDE PRIMARY SCHOOL,29.05,596,,,1213
5529026,EDINBURGH CITY,PRIMARY,STENHOUSE PRIMARY SCHOOL,19.29,294,,,1213
5529123,EDINBURGH CITY,PRIMARY,STOCKBRIDGE PRIMARY SCHOOL,10.37,210,,,1213
5529220,EDINBURGH CITY,PRIMARY,ST CATHERINE'S ROMAN CATHOLIC PRIMARY SCHOOL,11.46,217,,,1213
5529328,EDINBURGH CITY,PRIMARY,ST CUTHBERT'S ROMAN CATHOLIC PRIMARY SCHOOL,12.34,181,,,1213
5529425,EDINBURGH CITY,PRIMARY,ST DAVID'S ROMAN CATHOLIC PRIMARY SCHOOL,13.69,260,,,1213
5529522,EDINBURGH CITY,PRIMARY,ST FRANCIS' ROMAN CATHOLIC PRIMARY SCHOOL,12.25,202,,,1213
5529727,EDINBURGH CITY,PRIMARY,ST JOHN'S ROMAN CATHOLIC PRIMARY SCHOOL,19.46,382,,,1213
5529824,EDINBURGH CITY,PRIMARY,ST JOHN VIANNEY ROMAN CATHOLIC PRIMARY SCHOOL,12.87,283,,,1213
5529921,EDINBURGH CITY,PRIMARY,ST JOSEPH'S ROMAN CATHOLIC PRIMARY SCHOOL,12.0,258,,,1213
5530024,EDINBURGH CITY,PRIMARY,ST MARK'S ROMAN CATHOLIC PRIMARY SCHOOL,8.68,156,,,1213
5530121,EDINBURGH CITY,PRIMARY,ST MARY'S ROMAN CATHOLIC PRIMARY SCHOOL EDIN,17.35,360,,,1213
5530229,EDINBURGH CITY,PRIMARY,ST MARY'S ROMAN CATHOLIC PRIMARY SCHOOL LEITH,16.24,295,,,1213
5530326,EDINBURGH CITY,PRIMARY,ST NINIAN'S ROMAN CATHOLIC PRIMARY SCHOOL,11.54,217,,,1213
5530520,EDINBURGH CITY,PRIMARY,ST PETER'S ROMAN CATHOLIC PRIMARY SCHOOL,19.37,401,,,1213
5530628,EDINBURGH CITY,PRIMARY,TOLLCROSS PRIMARY SCHOOL,9.11,157,,,1213
5530725,EDINBURGH CITY,PRIMARY,TOWERBANK PRIMARY SCHOOL,24.8,575,,,1213
5530822,EDINBURGH CITY,PRIMARY,TRINITY PRIMARY SCHOOL,22.23,484,,,1213
5530920,EDINBURGH CITY,PRIMARY,PENTLAND PRIMARY SCHOOL,20.64,405,,,1213
5531020,EDINBURGH CITY,PRIMARY,VICTORIA PRIMARY SCHOOL,8.68,170,,,1213
5531128,EDINBURGH CITY,PRIMARY,WARDIE PRIMARY SCHOOL,21.1,435,,,1213
5531225,EDINBURGH CITY,PRIMARY,EAST CRAIGS PRIMARY SCHOOL,18.05,373,,,1213
5531527,EDINBURGH CITY,PRIMARY,DALMENY PRIMARY SCHOOL,7.6,98,,,1213
5531721,EDINBURGH CITY,PRIMARY,KIRKLISTON PRIMARY SCHOOL,20.53,361,,,1213
5531829,EDINBURGH CITY,PRIMARY,LIBERTON PRIMARY SCHOOL,21.14,389,,,1213
5532027,EDINBURGH CITY,PRIMARY,CLOVENSTONE PRIMARY SCHOOL,11.37,190,,,1213
5532221,EDINBURGH CITY,PRIMARY,LEITH PRIMARY SCHOOL,17.02,278,,,1213
5540224,EDINBURGH CITY,PRIMARY,NETHER CURRIE PRIMARY SCHOOL,9.13,159,,,1213
5540429,EDINBURGH CITY,PRIMARY,DEAN PARK PRIMARY SCHOOL,24.32,463,,,1213
5540526,EDINBURGH CITY,PRIMARY,HILLWOOD PRIMARY SCHOOL,4.1,49,,,1213
5540623,EDINBURGH CITY,PRIMARY,RATHO PRIMARY SCHOOL,8.0,135,,,1213
5540925,EDINBURGH CITY,PRIMARY,BONALY PRIMARY SCHOOL,19.22,395,,,1213
5541220,EDINBURGH CITY,PRIMARY,BUCKSTONE PRIMARY SCHOOL,18.69,384,,,1213
5541522,EDINBURGH CITY,PRIMARY,FERRYHILL PRIMARY SCHOOL,16.11,303,,,1213
5541727,EDINBURGH CITY,PRIMARY,ROYAL MILE PRIMARY SCHOOL,10.4,127,,,1213
1000322,NA HEILEANAN SIAR,PRIMARY,SGOIL AN TAOBH SIAR,5.4,59,,,1213
6200427,NA HEILEANAN SIAR,PRIMARY,BALIVANICH PRIMARY SCHOOL,9.3,117,,,1213
6200729,NA HEILEANAN SIAR,PRIMARY,CARINISH PRIMARY SCHOOL,1.67,12,,,1213
6201326,NA HEILEANAN SIAR,PRIMARY,EOLIGARRY PRIMARY SCHOOL,2.16,23,,,1213
6202225,NA HEILEANAN SIAR,PRIMARY,LOCHMADDY PRIMARY SCHOOL,2.79,22,,,1213
6203132,NA HEILEANAN SIAR,PRIMARY,CASTLEBAY SCHOOL SECONDARY,6.4,74,,,1213
6203434,NA HEILEANAN SIAR,PRIMARY,DALIBURGH SCHOOL,7.64,86,,,1213
6203736,NA HEILEANAN SIAR,PRIMARY,LEVERHULME MEMORIAL SCHOOL,3.24,22,,,1213
6203930,NA HEILEANAN SIAR,PRIMARY,PAIBLE SCHOOL,4.2,39,,,1213
6204139,NA HEILEANAN SIAR,PRIMARY,SIR E SCOTT SCHOOL SECONDARY,5.0,70,,,1213
6230520,NA HEILEANAN SIAR,PRIMARY,BERNERA PRIMARY SCHOOL,2.64,12,,,1213
6230725,NA HEILEANAN SIAR,PRIMARY,BREASCLETE PRIMARY SCHOOL,4.25,36,,,1213
6231624,NA HEILEANAN SIAR,PRIMARY,LAXDALE PRIMARY SCHOOL,15.5,218,,,1213
6231829,NA HEILEANAN SIAR,PRIMARY,STORNOWAY PRIMARY SCHOOL,29.25,389,,,1213
6231926,NA HEILEANAN SIAR,PRIMARY,PAIRC PRIMARY SCHOOL,4.2,24,,,1213
6232027,NA HEILEANAN SIAR,PRIMARY,TOLSTA PRIMARY SCHOOL,3.2,37,,,1213
6232124,NA HEILEANAN SIAR,PRIMARY,TONG PRIMARY SCHOOL,6.05,76,,,1213
6232434,NA HEILEANAN SIAR,PRIMARY,SGOIL AN RUBHA,10.8,161,,,1213
6232531,NA HEILEANAN SIAR,PRIMARY,BACK SCHOOL,6.8,115,,,1213
6232736,NA HEILEANAN SIAR,PRIMARY,LIONEL SCHOOL PRIMARY,6.3,74,,,1213
6232930,NA HEILEANAN SIAR,PRIMARY,SGOILNANLOCH,8.3,83,,,1213
6233031,NA HEILEANAN SIAR,PRIMARY,SHAWBOST SCHOOL,6.35,64,,,1213
6233325,NA HEILEANAN SIAR,PRIMARY,UIG PRIMARY SCHOOL,3.17,20,,,1213
6233627,NA HEILEANAN SIAR,PRIMARY,IOCHDAR PRIMARY SCHOOL,4.71,58,,,1213
1000128,FALKIRK,PRIMARY,ST BERNADETTE'S RC PRIMARY SCHOOL,8.46,139,,,1213
5740029,FALKIRK,PRIMARY,KINNAIRD PRIMARY SCHOOL,26.03,421,,,1213
5740223,FALKIRK,PRIMARY,AIRTH PRIMARY SCHOOL,9.9,158,,,1213
5740320,FALKIRK,PRIMARY,AVONBRIDGE PRIMARY SCHOOL,3.25,42,,,1213
5740428,FALKIRK,PRIMARY,BANKIER PRIMARY SCHOOL,10.85,183,,,1213
5740525,FALKIRK,PRIMARY,BONNYBRIDGE PRIMARY SCHOOL,16.39,305,,,1213
5740622,FALKIRK,PRIMARY,ST JOSEPH'S RC PRIMARY SCHOOL,10.06,167,,,1213
5740827,FALKIRK,PRIMARY,BOTHKENNAR PRIMARY SCHOOL,3.62,27,,,1213
5741025,FALKIRK,PRIMARY,CALIFORNIA PRIMARY SCHOOL,5.39,74,,,1213
5741122,FALKIRK,PRIMARY,CARRON PRIMARY SCHOOL,18.75,373,,,1213
5741327,FALKIRK,PRIMARY,CARRONSHORE PRIMARY SCHOOL,20.29,311,,,1213
5741521,FALKIRK,PRIMARY,DENNY PRIMARY SCHOOL,12.67,217,,,1213
5741629,FALKIRK,PRIMARY,NETHERMAINS PRIMARY SCHOOL,14.49,183,,,1213
5741726,FALKIRK,PRIMARY,ST PATRICK'S PRIMARY SCHOOL,19.75,314,,,1213
5741920,FALKIRK,PRIMARY,DUNIPACE PRIMARY SCHOOL,11.97,171,,,1213
5742021,FALKIRK,PRIMARY,DRUMBOWIE PRIMARY SCHOOL,3.16,17,,,1213
5742129,FALKIRK,PRIMARY,BAINSFORD PRIMARY SCHOOL,14.03,201,,,1213
5742226,FALKIRK,PRIMARY,BANTASKIN PRIMARY SCHOOL,17.77,326,,,1213
5742323,FALKIRK,PRIMARY,CARMUIRS PRIMARY SCHOOL,10.36,159,,,1213
5742420,FALKIRK,PRIMARY,COMELY PARK PRIMARY SCHOOL,20.0,413,,,1213
5742528,FALKIRK,PRIMARY,EASTER CARMUIRS PRIMARY SCHOOL,14.91,175,,,1213
5742625,FALKIRK,PRIMARY,HALLGLEN PRIMARY SCHOOL,19.19,305,,,1213
5742722,FALKIRK,PRIMARY,LANGLEES PRIMARY SCHOOL,15.86,215,,,1213
5742927,FALKIRK,PRIMARY,LAURIESTON PRIMARY SCHOOL,11.99,205,,,1213
5743028,FALKIRK,PRIMARY,ST ANDREW'S RC PRIMARY SCHOOL,21.52,407,,,1213
5743125,FALKIRK,PRIMARY,ST FRANCIS XAVIER'S RC PRIMARY SCHOOL,20.19,427,,,1213
5743222,FALKIRK,PRIMARY,VICTORIA PRIMARY SCHOOL,22.07,343,,,1213
5743524,FALKIRK,PRIMARY,BEANCROSS PRIMARY SCHOOL,17.14,309,,,1213
5743621,FALKIRK,PRIMARY,BOWHOUSE PRIMARY SCHOOL,17.34,306,,,1213
5743923,FALKIRK,PRIMARY,SACRED HEART RC PRIMARY SCHOOL,12.45,194,,,1213
5744229,FALKIRK,PRIMARY,LARBERT VILLAGE PRIMARY SCHOOL,20.28,339,,,1213
5744326,FALKIRK,PRIMARY,LADESIDE PRIMARY SCHOOL,22.38,289,,,1213
5744423,FALKIRK,PRIMARY,LIMERIGG PRIMARY SCHOOL,2.97,31,,,1213
5744520,FALKIRK,PRIMARY,MADDISTON PRIMARY SCHOOL,24.54,399,,,1213
5744725,FALKIRK,PRIMARY,SHIELDHILL PRIMARY SCHOOL,14.17,208,,,1213
5744822,FALKIRK,PRIMARY,SLAMANNAN PRIMARY SCHOOL,9.97,140,,,1213
5745020,FALKIRK,PRIMARY,STENHOUSEMUIR PRIMARY SCHOOL,21.74,381,,,1213
5745128,FALKIRK,PRIMARY,WALLACESTONE PRIMARY SCHOOL,24.98,492,,,1213
5745225,FALKIRK,PRIMARY,WESTQUARTER PRIMARY SCHOOL,14.28,197,,,1213
5745322,FALKIRK,PRIMARY,WHITECROSS PRIMARY SCHOOL,5.54,69,,,1213
5745527,FALKIRK,PRIMARY,HEAD OF MUIR PRIMARY SCHOOL,17.77,324,,,1213
5745721,FALKIRK,PRIMARY,ST MARGARET'S PRIMARY SCHOOL,22.01,392,,,1213
5758025,FALKIRK,PRIMARY,BLACKNESS PRIMARY SCHOOL,3.54,33,,,1213
5758122,FALKIRK,PRIMARY,BO'NESS PUBLIC PRIMARY SCHOOL,14.14,240,,,1213
5758327,FALKIRK,PRIMARY,GRANGE PRIMARY SCHOOL,10.97,166,,,1213
5758424,FALKIRK,PRIMARY,KINNEIL PRIMARY SCHOOL,12.76,217,,,1213
5758521,FALKIRK,PRIMARY,DEANBURN PRIMARY SCHOOL,18.2,316,,,1213
5758823,FALKIRK,PRIMARY,ST MARY'S RC PRIMARY SCHOOL,12.52,195,,,1213
5759226,FALKIRK,PRIMARY,ANTONINE PRIMARY SCHOOL,14.21,258,,,1213
5759323,FALKIRK,PRIMARY,MORAY PRIMARY SCHOOL,22.1,365,,,1213
5400023,FIFE,PRIMARY,ANSTRUTHER PRIMARY SCHOOL,18.2,284,,,1213
5400120,FIFE,PRIMARY,DULOCH SCHOOLS & COMMUNITY,22.3,427,,,1213
5400228,FIFE,PRIMARY,MASTERTON PRIMARY SCHOOL,16.8,372,,,1213
5400325,FIFE,PRIMARY,STRATHALLAN PRIMARY SCHOOL,18.72,351,,,1213
5400724,FIFE,PRIMARY,ABERHILL PRIMARY SCHOOL,20.2,281,,,1213
5400821,FIFE,PRIMARY,ST NINIAN'S R C PRIMARY SCHOOL,8.4,117,,,1213
5400929,FIFE,PRIMARY,AUCHTERTOOL PRIMARY SCHOOL,3.0,30,,,1213
5401127,FIFE,PRIMARY,BALCURVIE PRIMARY SCHOOL,8.14,141,,,1213
5401224,FIFE,PRIMARY,BUCKHAVEN PRIMARY SCHOOL,21.32,246,,,1213
5401321,FIFE,PRIMARY,BURNTISLAND PRIMARY SCHOOL,27.0,517,,,1213
5401429,FIFE,PRIMARY,CARDENDEN PRIMARY SCHOOL,11.1,155,,,1213
5401526,FIFE,PRIMARY,DENBEATH PRIMARY SCHOOL,13.5,199,,,1213
5401623,FIFE,PRIMARY,DENEND PRIMARY SCHOOL,11.03,173,,,1213
5401720,FIFE,PRIMARY,DYSART PRIMARY SCHOOL,17.15,154,,,1213
5401828,FIFE,PRIMARY,EAST WEMYSS PRIMARY SCHOOL,9.2,126,,,1213
5401925,FIFE,PRIMARY,CARLETON PRIMARY SCHOOL,15.7,297,,,1213
5402026,FIFE,PRIMARY,CASKIEBERRAN PRIMARY SCHOOL,10.7,188,,,1213
5402123,FIFE,PRIMARY,PITTEUCHAR EAST PRIMARY SCHOOL,16.6,284,,,1213
5402220,FIFE,PRIMARY,RIMBLETON PRIMARY SCHOOL,17.21,256,,,1213
5402328,FIFE,PRIMARY,ST PAUL'S R C PRIMARY SCHOOL,11.35,194,,,1213
5402425,FIFE,PRIMARY,SOUTH PARKS PRIMARY SCHOOL,15.4,233,,,1213
5402522,FIFE,PRIMARY,SOUTHWOOD PRIMARY SCHOOL,13.5,194,,,1213
5402727,FIFE,PRIMARY,TANSHALL PRIMARY SCHOOL,13.4,180,,,1213
5402824,FIFE,PRIMARY,WAROUT PRIMARY & COMMUNITY SCHOOL,11.25,160,,,1213
5402921,FIFE,PRIMARY,KENNOWAY PRIMARY & COMMUNITY,29.1,364,,,1213
5403022,FIFE,PRIMARY,KINGHORN PRIMARY SCHOOL,10.69,196,,,1213
5403227,FIFE,PRIMARY,KINGLASSIE PRIMARY SCHOOL,11.85,150,,,1213
5403421,FIFE,PRIMARY,CAPSHARD PRIMARY SCHOOL,18.3,354,,,1213
5403626,FIFE,PRIMARY,DUNNIKIER PRIMARY SCHOOL,20.9,381,,,1213
5403723,FIFE,PRIMARY,FAIR ISLE PRIMARY SCHOOL,26.1,386,,,1213
5403820,FIFE,PRIMARY,KIRKCALDY NORTH PRIMARY SCHOOL,12.4,163,,,1213
5403928,FIFE,PRIMARY,PATHHEAD PRIMARY SCHOOL,15.6,231,,,1213
5404029,FIFE,PRIMARY,ST MARIE'S R C PRIMARY SCHOOL,16.5,342,,,1213
5404126,FIFE,PRIMARY,SINCLAIRTOWN PRIMARY SCHOOL,14.3,290,,,1213
5404320,FIFE,PRIMARY,TORBAIN PRIMARY SCHOOL,27.1,547,,,1213
5404428,FIFE,PRIMARY,VALLEY PRIMARY SCHOOL,22.0,276,,,1213
5404525,FIFE,PRIMARY,KIRKCALDY WEST PRIMARY SCHOOL,24.0,463,,,1213
5404622,FIFE,PRIMARY,LESLIE PRIMARY SCHOOL,11.1,162,,,1213
5404827,FIFE,PRIMARY,MOUNTFLEURIE PRIMARY SCHOOL,16.5,217,,,1213
5404924,FIFE,PRIMARY,PARKHILL PRIMARY SCHOOL,15.14,267,,,1213
5405025,FIFE,PRIMARY,MARKINCH PRIMARY SCHOOL,13.9,270,,,1213
5405122,FIFE,PRIMARY,COALTOWN OF BALGONIE PRIMARY SCHOOL,5.2,96,,,1213
5405327,FIFE,PRIMARY,METHILHILL PRIMARY & COMMUNITY,26.0,430,,,1213
5405424,FIFE,PRIMARY,ST AGATHA'S R C PRIMARY,12.5,225,,,1213
5405521,FIFE,PRIMARY,MILTON OF BALGONIE PRIMARY SCHOOL,2.53,27,,,1213
5405726,FIFE,PRIMARY,STAR PRIMARY SCHOOL,2.65,37,,,1213
5405823,FIFE,PRIMARY,THORNTON PRIMARY SCHOOL,11.84,181,,,1213
5405920,FIFE,PRIMARY,COALTOWN OF WEMYSS PRIMARY SCHOOL,4.6,65,,,1213
5408121,FIFE,PRIMARY,PITTEUCHAR WEST PRIMARY SCHOOL,17.6,319,,,1213
5408423,FIFE,PRIMARY,NEWCASTLE PRIMARY & COMMUNITY,7.3,118,,,1213
5408520,FIFE,PRIMARY,PITCOUDIE PRIMARY SCHOOL,19.9,328,,,1213
5408725,FIFE,PRIMARY,COLLYDEAN PRIMARY SCHOOL,20.46,394,,,1213
5420423,FIFE,PRIMARY,AUCHTERMUCHTY PRIMARY SCHOOL,9.8,176,,,1213
5420520,FIFE,PRIMARY,BALMERINO PRIMARY SCHOOL,4.3,60,,,1213
5420628,FIFE,PRIMARY,BALMULLO PRIMARY SCHOOL,8.4,139,,,1213
5421128,FIFE,PRIMARY,CERES PRIMARY SCHOOL,6.6,115,,,1213
5421225,FIFE,PRIMARY,CRAIGROTHIE PRIMARY SCHOOL,3.63,33,,,1213
5421322,FIFE,PRIMARY,CRAIL PRIMARY SCHOOL,5.7,89,,,1213
5421721,FIFE,PRIMARY,COLINSBURGH PRIMARY SCHOOL,3.1,42,,,1213
5421829,FIFE,PRIMARY,CASTLEHILL PRIMARY SCHOOL,26.3,466,,,1213
5421926,FIFE,PRIMARY,ST COLUMBA'S R C PRIMARY SCHOOL,12.59,259,,,1213
5422027,FIFE,PRIMARY,DAIRSIE PRIMARY SCHOOL,4.1,59,,,1213
5422124,FIFE,PRIMARY,DUNBOG PRIMARY SCHOOL,3.5,53,,,1213
5422221,FIFE,PRIMARY,DUNINO PRIMARY SCHOOL,2.1,10,,,1213
5422426,FIFE,PRIMARY,ELIE PRIMARY SCHOOL,2.5,34,,,1213
5422523,FIFE,PRIMARY,FALKLAND PRIMARY SCHOOL,7.71,131,,,1213
5422728,FIFE,PRIMARY,FREUCHIE PRIMARY SCHOOL,5.1,96,,,1213
5422825,FIFE,PRIMARY,GATESIDE PRIMARY SCHOOL,2.6,30,,,1213
5422922,FIFE,PRIMARY,GUARDBRIDGE PRIMARY SCHOOL,3.14,40,,,1213
5423120,FIFE,PRIMARY,KETTLE PRIMARY SCHOOL,5.5,85,,,1213
5423422,FIFE,PRIMARY,KINGSBARNS PRIMARY SCHOOL,2.7,19,,,1213
5423627,FIFE,PRIMARY,KIRKTON OF LARGO PRIMARY SCHOOL,2.5,42,,,1213
5423724,FIFE,PRIMARY,LADYBANK PRIMARY SCHOOL,8.16,121,,,1213
5423821,FIFE,PRIMARY,LARGOWARD PRIMARY SCHOOL,2.63,33,,,1213
5423929,FIFE,PRIMARY,LETHAM PRIMARY SCHOOL,2.55,37,,,1213
5424127,FIFE,PRIMARY,LEUCHARS PRIMARY SCHOOL,15.2,198,,,1213
5424224,FIFE,PRIMARY,LUNDIN MILL PRIMARY SCHOOL,8.6,122,,,1213
5424321,FIFE,PRIMARY,NEWPORT PRIMARY SCHOOL,11.8,204,,,1213
5424429,FIFE,PRIMARY,NEWBURGH PRIMARY SCHOOL,9.2,150,,,1213
5424526,FIFE,PRIMARY,NEW GILSTON PRIMARY SCHOOL,1.0,,,,1213
5424623,FIFE,PRIMARY,PITLESSIE PRIMARY SCHOOL,2.48,33,,,1213
5424720,FIFE,PRIMARY,PITTENWEEM PRIMARY SCHOOL,5.3,80,,,1213
5425026,FIFE,PRIMARY,CANONGATE PRIMARY SCHOOL,15.0,257,,,1213
5425123,FIFE,PRIMARY,GREYFRIARS RC PRIMARY SCHOOL,11.41,179,,,1213
5425328,FIFE,PRIMARY,LAWHEAD PRIMARY SCHOOL,9.66,178,,,1213
5425425,FIFE,PRIMARY,SPRINGFIELD PRIMARY SCHOOL,2.63,42,,,1213
5425522,FIFE,PRIMARY,STRATHKINNESS PRIMARY SCHOOL,6.2,87,,,1213
5425727,FIFE,PRIMARY,STRATHMIGLO PRIMARY SCHOOL,4.8,71,,,1213
5425824,FIFE,PRIMARY,ST MONANS PRIMARY SCHOOL,6.4,84,,,1213
5425921,FIFE,PRIMARY,TAYPORT PRIMARY SCHOOL,14.45,270,,,1213
5426022,FIFE,PRIMARY,WORMIT PRIMARY SCHOOL,9.9,159,,,1213
5440025,FIFE,PRIMARY,CARNEGIE PRIMARY SCHOOL,22.94,414,,,1213
5440327,FIFE,PRIMARY,ABERDOUR PRIMARY SCHOOL,11.26,156,,,1213
5440424,FIFE,PRIMARY,BENARTY PRIMARY SCHOOL,25.1,285,,,1213
5440521,FIFE,PRIMARY,BLAIRHALL PRIMARY SCHOOL,7.8,115,,,1213
5440726,FIFE,PRIMARY,CARNOCK PRIMARY SCHOOL,5.3,79,,,1213
5440823,FIFE,PRIMARY,CAIRNEYHILL PRIMARY & COMMUNITY,13.0,218,,,1213
5440920,FIFE,PRIMARY,COWDENBEATH PRIMARY SCHOOL,13.8,206,,,1213
5441021,FIFE,PRIMARY,FOULFORD PRIMARY SCHOOL,15.9,314,,,1213
5441129,FIFE,PRIMARY,ST BRIDE'S R C PRIMARY SCHOOL,14.2,182,,,1213
5441226,FIFE,PRIMARY,CROMBIE PRIMARY SCHOOL,1.7,15,,,1213
5441323,FIFE,PRIMARY,CROSSFORD PRIMARY SCHOOL,11.9,201,,,1213
5441420,FIFE,PRIMARY,CROSSGATES PRIMARY SCHOOL,11.86,200,,,1213
5441528,FIFE,PRIMARY,CULROSS PRIMARY SCHOOL,2.8,41,,,1213
5441625,FIFE,PRIMARY,DALGETY BAY PRIMARY SCHOOL,18.3,372,,,1213
5441927,FIFE,PRIMARY,COMMERCIAL PRIMARY SCHOOL,17.3,325,,,1213
5442028,FIFE,PRIMARY,LYNBURN PRIMARY SCHOOL,19.0,185,,,1213
5442125,FIFE,PRIMARY,MCLEAN PRIMARY SCHOOL,17.2,312,,,1213
5442222,FIFE,PRIMARY,MILESMARK PRIMARY SCHOOL,5.86,79,,,1213
5442427,FIFE,PRIMARY,PITCORTHIE PRIMARY SCHOOL,20.5,298,,,1213
5442524,FIFE,PRIMARY,PITREAVIE PRIMARY SCHOOL,17.7,214,,,1213
5442621,FIFE,PRIMARY,PITTENCRIEFF PRIMARY SCHOOL,11.04,170,,,1213
5442729,FIFE,PRIMARY,ST MARGARET'S R C PRIMARY SCHOOL,18.0,342,,,1213
5442826,FIFE,PRIMARY,ST LEONARD'S PRIMARY SCHOOL,10.54,204,,,1213
5442923,FIFE,PRIMARY,TOUCH PRIMARY SCHOOL,16.96,325,,,1213
5443024,FIFE,PRIMARY,TOWNHILL PRIMARY SCHOOL,15.4,241,,,1213
5443121,FIFE,PRIMARY,WELLWOOD PRIMARY SCHOOL,2.8,24,,,1213
5443229,FIFE,PRIMARY,HILL OF BEATH PRIMARY SCHOOL,10.4,147,,,1213
5443326,FIFE,PRIMARY,INVERKEITHING PRIMARY SCHOOL,20.9,320,,,1213
5443423,FIFE,PRIMARY,KELTY PRIMARY SCHOOL,21.5,415,,,1213
5443520,FIFE,PRIMARY,ST JOSEPH'S R C PRIMARY SCHOOL,9.8,142,,,1213
5443628,FIFE,PRIMARY,LIMEKILNS PRIMARY SCHOOL,11.23,108,,,1213
5443725,FIFE,PRIMARY,ST PATRICK'S R C PRIMARY SCHOOL,9.2,161,,,1213
5443822,FIFE,PRIMARY,LOCHGELLY SOUTH PRIMARY SCHOOL,10.1,162,,,1213
5444020,FIFE,PRIMARY,LOCHGELLY WEST PRIMARY SCHOOL,14.1,210,,,1213
5444128,FIFE,PRIMARY,ST KENNETH'S R C PRIMARY SCHOOL,13.74,195,,,1213
5444225,FIFE,PRIMARY,LUMPHINNANS PRIMARY & COMMUNITY,14.1,152,,,1213
5444322,FIFE,PRIMARY,NORTH QUEENSFERRY PRIMARY SCHOOL,10.8,114,,,1213
5444527,FIFE,PRIMARY,HOLY NAME RC PRIMARY SCHOOL,5.2,45,,,1213
5444624,FIFE,PRIMARY,INZIEVAR PRIMARY SCHOOL,13.7,196,,,1213
5444721,FIFE,PRIMARY,CAMDEAN PRIMARY SCHOOL,21.4,297,,,1213
5444829,FIFE,PRIMARY,KING'S ROAD PRIMARY SCHOOL,23.6,440,,,1213
