EXP HEAD,DESCRIPTION,SCHOOL,YEAR,CATEGORY,VALUE
DA4016,E SUPPLIES,DINGWALL ACADEMY,1516,P,350.36
DA4550,SUPPLIES,DINGWALL ACADEMY,1516,CLASSROOM,166.03
DA4553,SUPPLIES,DINGWALL ACADEMY,1516,PE,1316.15
DA4556,ECONOMICS SUPPLIES,DINGWALL ACADEMY,1516,HOME,770.16
DD3001,NO OF COPIES CHG,DINGWALL ACADEMY,1516,PHOTOCOPY,1004.98
DD4001,TEXT BOOKS/STATIONERY,DINGWALL ACADEMY,1516,BOOKS,192.74
DA4550,SUPPLIES,DINGWALL ACADEMY,1516,CLASSROOM,688.61
DD3001,NO OF COPIES CHG,DINGWALL ACADEMY,1516,PHOTOCOPY,1198.24
DD4001,TEXT BOOKS/STATIONERY,DINGWALL ACADEMY,1516,BOOKS,21.7
DA4550,SUPPLIES,DINGWALL ACADEMY,1516,CLASSROOM,199.28
DD3001,NO OF COPIES CHG,DINGWALL ACADEMY,1516,PHOTOCOPY,712.62
DD4001,TEXT BOOKS/STATIONERY,DINGWALL ACADEMY,1516,BOOKS,76.52
DA4550,SUPPLIES,DINGWALL ACADEMY,1516,CLASSROOM,128.88
DA4551,& CRAFT SUPPLIES,DINGWALL ACADEMY,1516,ART,2041.11
DD3001,NO OF COPIES CHG,DINGWALL ACADEMY,1516,PHOTOCOPY,1286.97
DD4001,TEXT BOOKS/STATIONERY,DINGWALL ACADEMY,1516,BOOKS,766.59
DD3001,NO OF COPIES CHG,DINGWALL ACADEMY,1516,PHOTOCOPY,493.83
DD4001,TEXT BOOKS/STATIONERY,DINGWALL ACADEMY,1516,BOOKS,622.38
DD3001,NO OF COPIES CHG,DINGWALL ACADEMY,1516,PHOTOCOPY,1087.99
DD4001,TEXT BOOKS/STATIONERY,DINGWALL ACADEMY,1516,BOOKS,883.02
DA4550,SUPPLIES,DINGWALL ACADEMY,1516,CLASSROOM,983.08
DD3001,NO OF COPIES CHG,DINGWALL ACADEMY,1516,PHOTOCOPY,1298.8
DD4001,TEXT BOOKS/STATIONERY,DINGWALL ACADEMY,1516,BOOKS,205.4
DD3001,NO OF COPIES CHG,DINGWALL ACADEMY,1516,PHOTOCOPY,924.64
DD4001,TEXT BOOKS/STATIONERY,DINGWALL ACADEMY,1516,BOOKS,428.32
DA4550,SUPPLIES,DINGWALL ACADEMY,1516,CLASSROOM,139.82
DA4550,SUPPLIES,DINGWALL ACADEMY,1516,CLASSROOM,718.62
DD3001,NO OF COPIES CHG,DINGWALL ACADEMY,1516,PHOTOCOPY,702.25
DD4001,TEXT BOOKS/STATIONERY,DINGWALL ACADEMY,1516,BOOKS,832.78
DD3001,NO OF COPIES CHG,DINGWALL ACADEMY,1516,PHOTOCOPY,369.9
DD4001,TEXT BOOKS/STATIONERY,DINGWALL ACADEMY,1516,BOOKS,542.12
DA1000,PURCHASE,DINGWALL ACADEMY,1516,EQUIPMENT,326.94
DA1550,EQUIPMENT,DINGWALL ACADEMY,1516,SCIENCE,442.53
DA4550,SUPPLIES,DINGWALL ACADEMY,1516,CLASSROOM,839.28
DA4555,SUPPLIES,DINGWALL ACADEMY,1516,SCIENTIFIC,7617.52
DD3001,NO OF COPIES CHG,DINGWALL ACADEMY,1516,PHOTOCOPY,2104.6
DD4001,TEXT BOOKS/STATIONERY,DINGWALL ACADEMY,1516,BOOKS,1961.96
DA4550,SUPPLIES,DINGWALL ACADEMY,1516,CLASSROOM,70.22
DA4555,SUPPLIES,DINGWALL ACADEMY,1516,SCIENTIFIC,137.87
DD4001,TEXT BOOKS/STATIONERY,DINGWALL ACADEMY,1516,BOOKS,45.72
DA4550,SUPPLIES,DINGWALL ACADEMY,1516,CLASSROOM,732.93
FA3000,FUNDS FOR SCHOOLS,DINGWALL ACADEMY,1516,PROJECT,-732.93
AA1001,BASIC PAY,FORTROSE ACADEMY,1718,APT&C,84255.93
AA1100,PERMANENT  BASIC PAY,FORTROSE ACADEMY,1718,TEACHERS,1817692.05
AA1101,COVER BASIC PAY,FORTROSE ACADEMY,1718,SUPPLY,42442.98
AA1102,STAFF DINE ROOM BASIC PAY,FORTROSE ACADEMY,1718,AUX,187.22
AA1110,TECH'N BASIC PAY,FORTROSE ACADEMY,1718,LABORATORY,44526.36
AB1000,NONTEACHERS,FORTROSE ACADEMY,1718,NI,9199.27
AB1100,PERMANENT TEACHERS,FORTROSE ACADEMY,1718,NI,196158.65
AB1101,SUPPLY COVER,FORTROSE ACADEMY,1718,NI,3518.8
AC1000,NON TEACHERS,FORTROSE ACADEMY,1718,SUPERANN,24451.52
AC1100,PERMANENT TEACHERS,FORTROSE ACADEMY,1718,SUPERANN,306941.45
AC1101,SUPPLY COVER,FORTROSE ACADEMY,1718,SUPERANN,3962.01
AE1600,,FORTROSE ACADEMY,1718,MISCELLANEOUS,-1906.07
AH1000,COURSES,FORTROSE ACADEMY,1718,TRAINING,177.5
AH1010,DEVELOPMENT,FORTROSE ACADEMY,1718,STAFF,100.0
AS1000,LEVY COST,FORTROSE ACADEMY,1718,APPRENTICESHIP,9864.42
BA3000,CLIENT EXTERNAL PARTIES,FORTROSE ACADEMY,1718,MAINT,10387.11
BB2000,CHARGES,FORTROSE ACADEMY,1718,ELECTRICITY,43506.71
BB4000,OIL,FORTROSE ACADEMY,1718,HEATING,54942.7
BD1000,,FORTROSE ACADEMY,1718,RATES,208608.0
BE1000,CHARGES,FORTROSE ACADEMY,1718,WATER,12608.69
BH2000,MATERIALS/EQUIPMENT,FORTROSE ACADEMY,1718,CLEANING,2574.98
CA1000,,FORTROSE ACADEMY,1718,DERV,566.9
CB1006,HIRE CONT CHG FROM FLEET,FORTROSE ACADEMY,1718,INT,581.06
CB1007,MAINT O/CHG FROM FLEET,FORTROSE ACADEMY,1718,VEHICLE,3767.47
CC2000,HIRE,FORTROSE ACADEMY,1718,CAR,234.0
CD1000,,FORTROSE ACADEMY,1718,FARES,98.0
CF1004,MILEAGE  NON TAXABLE,FORTROSE ACADEMY,1718,TRAVEL,1003.11
DA4000,,FORTROSE ACADEMY,1718,MATERIALS,-36.0
DA4550,SUPPLIES,FORTROSE ACADEMY,1718,CLASSROOM,1671.89
DB2010,,FORTROSE ACADEMY,1718,FOOD,193.47
DB3010,& HOSPITALITY,FORTROSE ACADEMY,1718,MEALS,4.82
DD2000,,FORTROSE ACADEMY,1718,STATIONERY,23.08
DD3003,COSTS  MONO,FORTROSE ACADEMY,1718,MPS,11077.65
DD3004,COSTS  COLOUR,FORTROSE ACADEMY,1718,MPS,3679.69
DD4001,TEXT BOOKS/STATIONERY,FORTROSE ACADEMY,1718,BOOKS,33.92
DF4001,CHARGES CORE SUPPLIER,FORTROSE ACADEMY,1718,ICT,255.23
DF7000,,FORTROSE ACADEMY,1718,POSTAGES,514.37
DF9000,TELEPHONES RENTAL,FORTROSE ACADEMY,1718,LANDLINE,2751.83
DG4000,,FORTROSE ACADEMY,1718,SUBSISTENCE,191.08
DK9010,FUND,FORTROSE ACADEMY,1718,SCHOOL,590.0
EE1200,QUALIFICATIONS AUTHORITY,FORTROSE ACADEMY,1718,SCOTT,57281.35
XH1050,ACCOUNT BALANCE,FORTROSE ACADEMY,1718,REVENUE,-48832.48
DD4001,TEXT BOOKS/STATIONERY,FORTROSE ACADEMY,1718,BOOKS,4454.18
AH1000,COURSES,FORTROSE ACADEMY,1718,TRAINING,180.0
AH1010,DEVELOPMENT,FORTROSE ACADEMY,1718,STAFF,1351.53
KE3000,FROM WITHIN HLAND CNCL,FORTROSE ACADEMY,1718,INCOME,-4659.0
AH1000,COURSES,FORTROSE ACADEMY,1718,TRAINING,1855.0
DD4001,TEXT BOOKS/STATIONERY,FORTROSE ACADEMY,1718,BOOKS,-193.0
DA4551,& CRAFT SUPPLIES,FORTROSE ACADEMY,1718,ART,3083.44
DD3001,NO OF COPIES CHG,FORTROSE ACADEMY,1718,PHOTOCOPY,74.68
DD4001,TEXT BOOKS/STATIONERY,FORTROSE ACADEMY,1718,BOOKS,825.18
DA4555,SUPPLIES,FORTROSE ACADEMY,1718,SCIENTIFIC,531.35
DD3001,NO OF COPIES CHG,FORTROSE ACADEMY,1718,PHOTOCOPY,387.72
DD4001,TEXT BOOKS/STATIONERY,FORTROSE ACADEMY,1718,BOOKS,521.58
DD3001,NO OF COPIES CHG,FORTROSE ACADEMY,1718,PHOTOCOPY,468.38
DD4001,TEXT BOOKS/STATIONERY,FORTROSE ACADEMY,1718,BOOKS,562.94
DA4555,SUPPLIES,FORTROSE ACADEMY,1718,SCIENTIFIC,1082.68
DD3001,NO OF COPIES CHG,FORTROSE ACADEMY,1718,PHOTOCOPY,69.74
DD4001,TEXT BOOKS/STATIONERY,FORTROSE ACADEMY,1718,BOOKS,912.75
DD3001,NO OF COPIES CHG,FORTROSE ACADEMY,1718,PHOTOCOPY,1151.88
DD4001,TEXT BOOKS/STATIONERY,FORTROSE ACADEMY,1718,BOOKS,2865.47
DD3001,NO OF COPIES CHG,FORTROSE ACADEMY,1718,PHOTOCOPY,231.78
DD4001,TEXT BOOKS/STATIONERY,FORTROSE ACADEMY,1718,BOOKS,730.36
DD3001,NO OF COPIES CHG,FORTROSE ACADEMY,1718,PHOTOCOPY,547.64
DD4001,TEXT BOOKS/STATIONERY,FORTROSE ACADEMY,1718,BOOKS,1160.75
DA4556,ECONOMICS SUPPLIES,FORTROSE ACADEMY,1718,HOME,3593.36
DD3001,NO OF COPIES CHG,FORTROSE ACADEMY,1718,PHOTOCOPY,117.68
DD4001,TEXT BOOKS/STATIONERY,FORTROSE ACADEMY,1718,BOOKS,246.7
DD3001,NO OF COPIES CHG,FORTROSE ACADEMY,1718,PHOTOCOPY,149.44
DD4001,TEXT BOOKS/STATIONERY,FORTROSE ACADEMY,1718,BOOKS,838.87
DD3001,NO OF COPIES CHG,FORTROSE ACADEMY,1718,PHOTOCOPY,5.4
DD4001,TEXT BOOKS/STATIONERY,FORTROSE ACADEMY,1718,BOOKS,516.16
DD3001,NO OF COPIES CHG,FORTROSE ACADEMY,1718,PHOTOCOPY,833.56
DD4001,TEXT BOOKS/STATIONERY,FORTROSE ACADEMY,1718,BOOKS,2506.75
DF4001,CHARGES CORE SUPPLIER,FORTROSE ACADEMY,1718,ICT,116.86
DD3001,NO OF COPIES CHG,FORTROSE ACADEMY,1718,PHOTOCOPY,102.1
DD4001,TEXT BOOKS/STATIONERY,FORTROSE ACADEMY,1718,BOOKS,1132.87
DD3001,NO OF COPIES CHG,FORTROSE ACADEMY,1718,PHOTOCOPY,314.66
DD4001,TEXT BOOKS/STATIONERY,FORTROSE ACADEMY,1718,BOOKS,1029.17
DA4553,SUPPLIES,FORTROSE ACADEMY,1718,PE,2555.01
DD3001,NO OF COPIES CHG,FORTROSE ACADEMY,1718,PHOTOCOPY,288.16
DD4001,TEXT BOOKS/STATIONERY,FORTROSE ACADEMY,1718,BOOKS,436.88
DA4555,SUPPLIES,FORTROSE ACADEMY,1718,SCIENTIFIC,2160.9
DD3001,NO OF COPIES CHG,FORTROSE ACADEMY,1718,PHOTOCOPY,252.94
DD4001,TEXT BOOKS/STATIONERY,FORTROSE ACADEMY,1718,BOOKS,411.22
DA4552,SUPPLIES,FORTROSE ACADEMY,1718,WOOD/METALWORK,550.21
DA4555,SUPPLIES,FORTROSE ACADEMY,1718,SCIENTIFIC,1579.27
DD3001,NO OF COPIES CHG,FORTROSE ACADEMY,1718,PHOTOCOPY,287.36
DD4001,TEXT BOOKS/STATIONERY,FORTROSE ACADEMY,1718,BOOKS,266.16
DF4001,CHARGES CORE SUPPLIER,FORTROSE ACADEMY,1718,ICT,91.68
DA4552,SUPPLIES,FORTROSE ACADEMY,1718,WOOD/METALWORK,2623.85
DD3001,NO OF COPIES CHG,FORTROSE ACADEMY,1718,PHOTOCOPY,232.06
DD4001,TEXT BOOKS/STATIONERY,FORTROSE ACADEMY,1718,BOOKS,528.14
DD3001,NO OF COPIES CHG,FORTROSE ACADEMY,1718,PHOTOCOPY,-12540.33
DD4001,TEXT BOOKS/STATIONERY,FORTROSE ACADEMY,1718,BOOKS,2114.64
DD3001,NO OF COPIES CHG,FORTROSE ACADEMY,1718,PHOTOCOPY,210.24
DD4001,TEXT BOOKS/STATIONERY,FORTROSE ACADEMY,1718,BOOKS,902.2
DD4001,TEXT BOOKS/STATIONERY,FORTROSE ACADEMY,1718,BOOKS,50.75
AA1101,COVER BASIC PAY,FORTROSE ACADEMY,1718,SUPPLY,102.93
AA1103,STAFF EDUCATION BASIC PAY,FORTROSE ACADEMY,1718,AUX,5994.71
AB1000,NONTEACHERS,FORTROSE ACADEMY,1718,NI,237.14
AB1101,SUPPLY COVER,FORTROSE ACADEMY,1718,NI,12.29
AC1000,NON TEACHERS,FORTROSE ACADEMY,1718,SUPERANN,1210.52
AC1101,SUPPLY COVER,FORTROSE ACADEMY,1718,SUPERANN,18.94
AS1000,LEVY COST,FORTROSE ACADEMY,1718,APPRENTICESHIP,29.97
CC1000,TRAVEL,FORTROSE ACADEMY,1718,EDUCATIONAL,215.03
DA4550,SUPPLIES,FORTROSE ACADEMY,1718,CLASSROOM,216.78
DD2000,,FORTROSE ACADEMY,1718,STATIONERY,963.91
EF1003,ASSOCS/OTHER BODIES,FORTROSE ACADEMY,1718,VOLUNTARY,190.0
KA3000,GRANTS SPECIFIC GRANTS,FORTROSE ACADEMY,1718,GOVT,-9192.22
AA1001,BASIC PAY,FORTROSE ACADEMY,1617,APT&C,72084.1
AA1100,PERMANENT  BASIC PAY,FORTROSE ACADEMY,1617,TEACHERS,1808701.0
AA1101,COVER BASIC PAY,FORTROSE ACADEMY,1617,SUPPLY,18660.64
AA1103,STAFF EDUCATION BASIC PAY,FORTROSE ACADEMY,1617,AUX,8847.44
AA1107,BASIC PAY,FORTROSE ACADEMY,1617,JANITORS,41574.78
AA1110,TECH'N BASIC PAY,FORTROSE ACADEMY,1617,LABORATORY,43953.0
AA1500,GENERAL,FORTROSE ACADEMY,1617,OVERTIME,3844.76
AB1000,NONTEACHERS,FORTROSE ACADEMY,1617,NI,12742.65
AB1100,PERMANENT TEACHERS,FORTROSE ACADEMY,1617,NI,195586.9
AB1101,SUPPLY COVER,FORTROSE ACADEMY,1617,NI,1621.17
AC1000,NON TEACHERS,FORTROSE ACADEMY,1617,SUPERANN,30493.2
AC1100,PERMANENT TEACHERS,FORTROSE ACADEMY,1617,SUPERANN,303703.01
AC1101,SUPPLY COVER,FORTROSE ACADEMY,1617,SUPERANN,2574.32
AE1006,EXAMS STAFF,FORTROSE ACADEMY,1617,MEDICAL,71.25
AE1600,,FORTROSE ACADEMY,1617,MISCELLANEOUS,-464.09
AH1000,COURSES,FORTROSE ACADEMY,1617,TRAINING,110.0
AK1504,SUM COMPENSATION,FORTROSE ACADEMY,1617,LUMP,42656.34
AK1505,PAYMENTS,FORTROSE ACADEMY,1617,REDUNDANCY,42056.5
BA3000,CLIENT EXTERNAL PARTIES,FORTROSE ACADEMY,1617,MAINT,7394.24
BB2000,CHARGES,FORTROSE ACADEMY,1617,ELECTRICITY,39811.35
BB4000,OIL,FORTROSE ACADEMY,1617,HEATING,47703.63
BD1000,,FORTROSE ACADEMY,1617,RATES,208080.0
BE1000,CHARGES,FORTROSE ACADEMY,1617,WATER,13734.28
BH2000,MATERIALS/EQUIPMENT,FORTROSE ACADEMY,1617,CLEANING,2887.4
CA1000,,FORTROSE ACADEMY,1617,DERV,-5.17
CB1006,HIRE CONT CHG FROM FLEET,FORTROSE ACADEMY,1617,INT,1570.54
CB1007,MAINT O/CHG FROM FLEET,FORTROSE ACADEMY,1617,VEHICLE,1074.55
CC2000,HIRE,FORTROSE ACADEMY,1617,CAR,60.86
CD1000,,FORTROSE ACADEMY,1617,FARES,10.0
CF1003,MILEAGE  TAXABLE,FORTROSE ACADEMY,1617,TRAVEL,25.82
CF1004,MILEAGE  NON TAXABLE,FORTROSE ACADEMY,1617,TRAVEL,1486.09
DA4550,SUPPLIES,FORTROSE ACADEMY,1617,CLASSROOM,483.11
DB2010,,FORTROSE ACADEMY,1617,FOOD,442.49
DD2000,,FORTROSE ACADEMY,1617,STATIONERY,124.34
DD3003,COSTS  MONO,FORTROSE ACADEMY,1617,MPS,15053.57
DD3004,COSTS  COLOUR,FORTROSE ACADEMY,1617,MPS,6477.98
DD4001,TEXT BOOKS/STATIONERY,FORTROSE ACADEMY,1617,BOOKS,-0.04
DF4001,CHARGES CORE SUPPLIER,FORTROSE ACADEMY,1617,ICT,2853.0
DF7000,,FORTROSE ACADEMY,1617,POSTAGES,511.12
DF9000,TELEPHONES RENTAL,FORTROSE ACADEMY,1617,LANDLINE,2332.5
DG1000,,FORTROSE ACADEMY,1617,ACCOMMODATION,-9.0
DG4000,,FORTROSE ACADEMY,1617,SUBSISTENCE,15.0
DH3100,TO ORGANISATIONS,FORTROSE ACADEMY,1617,SUBSCRIPTIONS,317.0
DK9010,FUND,FORTROSE ACADEMY,1617,SCHOOL,1191.67
DK9500,SUPPLIES,FORTROSE ACADEMY,1617,MISCELLANEOUS,12.63
EE1200,QUALIFICATIONS AUTHORITY,FORTROSE ACADEMY,1617,SCOTT,57085.0
KC5009,,FORTROSE ACADEMY,1617,LETTINGS,-879.61
XH1050,ACCOUNT BALANCE,FORTROSE ACADEMY,1617,REVENUE,-60289.64
DD4001,TEXT BOOKS/STATIONERY,FORTROSE ACADEMY,1617,BOOKS,3503.63
FA3000,FUNDS FOR SCHOOLS,FORTROSE ACADEMY,1617,PROJECT,-5707.0
AH1000,COURSES,FORTROSE ACADEMY,1617,TRAINING,925.0
DD4001,TEXT BOOKS/STATIONERY,FORTROSE ACADEMY,1617,BOOKS,-120.0
DA4551,& CRAFT SUPPLIES,FORTROSE ACADEMY,1617,ART,3211.69
DD3001,NO OF COPIES CHG,FORTROSE ACADEMY,1617,PHOTOCOPY,967.88
DD4001,TEXT BOOKS/STATIONERY,FORTROSE ACADEMY,1617,BOOKS,425.05
DA4555,SUPPLIES,FORTROSE ACADEMY,1617,SCIENTIFIC,1665.57
DD3001,NO OF COPIES CHG,FORTROSE ACADEMY,1617,PHOTOCOPY,628.66
DD4001,TEXT BOOKS/STATIONERY,FORTROSE ACADEMY,1617,BOOKS,-301.02
DD3001,NO OF COPIES CHG,FORTROSE ACADEMY,1617,PHOTOCOPY,706.47
DD4001,TEXT BOOKS/STATIONERY,FORTROSE ACADEMY,1617,BOOKS,196.67
DA4555,SUPPLIES,FORTROSE ACADEMY,1617,SCIENTIFIC,1678.85
DD3001,NO OF COPIES CHG,FORTROSE ACADEMY,1617,PHOTOCOPY,209.54
DD4001,TEXT BOOKS/STATIONERY,FORTROSE ACADEMY,1617,BOOKS,211.85
DD3001,NO OF COPIES CHG,FORTROSE ACADEMY,1617,PHOTOCOPY,1251.38
DD4001,TEXT BOOKS/STATIONERY,FORTROSE ACADEMY,1617,BOOKS,1265.91
DD4001,TEXT BOOKS/STATIONERY,FORTROSE ACADEMY,1617,BOOKS,54.7
DD3001,NO OF COPIES CHG,FORTROSE ACADEMY,1617,PHOTOCOPY,607.64
DD4001,TEXT BOOKS/STATIONERY,FORTROSE ACADEMY,1617,BOOKS,401.3
DD3001,NO OF COPIES CHG,FORTROSE ACADEMY,1617,PHOTOCOPY,1097.54
DD4001,TEXT BOOKS/STATIONERY,FORTROSE ACADEMY,1617,BOOKS,938.81
DA4556,ECONOMICS SUPPLIES,FORTROSE ACADEMY,1617,HOME,3014.56
DD3001,NO OF COPIES CHG,FORTROSE ACADEMY,1617,PHOTOCOPY,422.92
DD4001,TEXT BOOKS/STATIONERY,FORTROSE ACADEMY,1617,BOOKS,-115.94
DD3001,NO OF COPIES CHG,FORTROSE ACADEMY,1617,PHOTOCOPY,351.43
DD4001,TEXT BOOKS/STATIONERY,FORTROSE ACADEMY,1617,BOOKS,76.54
DD3001,NO OF COPIES CHG,FORTROSE ACADEMY,1617,PHOTOCOPY,85.28
DD4001,TEXT BOOKS/STATIONERY,FORTROSE ACADEMY,1617,BOOKS,1389.73
DD3001,NO OF COPIES CHG,FORTROSE ACADEMY,1617,PHOTOCOPY,1673.7
DD4001,TEXT BOOKS/STATIONERY,FORTROSE ACADEMY,1617,BOOKS,925.7
DD3001,NO OF COPIES CHG,FORTROSE ACADEMY,1617,PHOTOCOPY,212.48
DD4001,TEXT BOOKS/STATIONERY,FORTROSE ACADEMY,1617,BOOKS,380.19
DD3001,NO OF COPIES CHG,FORTROSE ACADEMY,1617,PHOTOCOPY,302.97
DD4001,TEXT BOOKS/STATIONERY,FORTROSE ACADEMY,1617,BOOKS,477.79
DA4553,SUPPLIES,FORTROSE ACADEMY,1617,PE,2410.79
DD3001,NO OF COPIES CHG,FORTROSE ACADEMY,1617,PHOTOCOPY,811.07
DD4001,TEXT BOOKS/STATIONERY,FORTROSE ACADEMY,1617,BOOKS,-406.69
DF4001,CHARGES CORE SUPPLIER,FORTROSE ACADEMY,1617,ICT,50.0
DA4555,SUPPLIES,FORTROSE ACADEMY,1617,SCIENTIFIC,1411.01
DD3001,NO OF COPIES CHG,FORTROSE ACADEMY,1617,PHOTOCOPY,121.64
DD4001,TEXT BOOKS/STATIONERY,FORTROSE ACADEMY,1617,BOOKS,-474.62
DD3001,NO OF COPIES CHG,FORTROSE ACADEMY,1617,PHOTOCOPY,191.46
DA4552,SUPPLIES,FORTROSE ACADEMY,1617,WOOD/METALWORK,16.38
DA4555,SUPPLIES,FORTROSE ACADEMY,1617,SCIENTIFIC,738.85
DD3001,NO OF COPIES CHG,FORTROSE ACADEMY,1617,PHOTOCOPY,455.29
DD4001,TEXT BOOKS/STATIONERY,FORTROSE ACADEMY,1617,BOOKS,270.03
DF4001,CHARGES CORE SUPPLIER,FORTROSE ACADEMY,1617,ICT,-102.0
DA4552,SUPPLIES,FORTROSE ACADEMY,1617,WOOD/METALWORK,5835.45
DD3001,NO OF COPIES CHG,FORTROSE ACADEMY,1617,PHOTOCOPY,591.09
DD4001,TEXT BOOKS/STATIONERY,FORTROSE ACADEMY,1617,BOOKS,-3038.72
DD3001,NO OF COPIES CHG,FORTROSE ACADEMY,1617,PHOTOCOPY,-10906.77
DD4001,TEXT BOOKS/STATIONERY,FORTROSE ACADEMY,1617,BOOKS,1880.76
DD3001,NO OF COPIES CHG,FORTROSE ACADEMY,1617,PHOTOCOPY,94.47
DD4001,TEXT BOOKS/STATIONERY,FORTROSE ACADEMY,1617,BOOKS,431.75
AA1001,BASIC PAY,FORTROSE ACADEMY,1819,APT&C,86289.74
AA1100,PERMANENT  BASIC PAY,FORTROSE ACADEMY,1819,TEACHERS,1883829.17
AA1101,COVER BASIC PAY,FORTROSE ACADEMY,1819,SUPPLY,47352.25
AA1110,TECH'N BASIC PAY,FORTROSE ACADEMY,1819,LABORATORY,42034.03
AB1000,NONTEACHERS,FORTROSE ACADEMY,1819,NI,9090.64
AB1100,PERMANENT TEACHERS,FORTROSE ACADEMY,1819,NI,197657.72
AB1101,SUPPLY COVER,FORTROSE ACADEMY,1819,NI,4366.17
AC1000,NON TEACHERS,FORTROSE ACADEMY,1819,SUPERANN,24476.79
AC1100,PERMANENT TEACHERS,FORTROSE ACADEMY,1819,SUPERANN,315455.77
AC1101,SUPPLY COVER,FORTROSE ACADEMY,1819,SUPERANN,7981.78
AE1600,,FORTROSE ACADEMY,1819,MISCELLANEOUS,-2266.63
AH1000,COURSES,FORTROSE ACADEMY,1819,TRAINING,180.0
AS1000,LEVY COST,FORTROSE ACADEMY,1819,APPRENTICESHIP,10176.08
BA3000,CLIENT EXTERNAL PARTIES,FORTROSE ACADEMY,1819,MAINT,12511.19
BB2000,CHARGES,FORTROSE ACADEMY,1819,ELECTRICITY,42318.39
BB4000,OIL,FORTROSE ACADEMY,1819,HEATING,60600.14
BD1000,,FORTROSE ACADEMY,1819,RATES,214544.0
BE1000,CHARGES,FORTROSE ACADEMY,1819,WATER,14089.57
BH2000,MATERIALS/EQUIPMENT,FORTROSE ACADEMY,1819,CLEANING,2709.53
CA1000,,FORTROSE ACADEMY,1819,DERV,343.57
CB1006,HIRE CONT CHG FROM FLEET,FORTROSE ACADEMY,1819,INT,425.25
CB1007,MAINT O/CHG FROM FLEET,FORTROSE ACADEMY,1819,VEHICLE,1433.25
CD1000,,FORTROSE ACADEMY,1819,FARES,68.7
CF1004,MILEAGE  NON TAXABLE,FORTROSE ACADEMY,1819,TRAVEL,1472.52
DA4000,,FORTROSE ACADEMY,1819,MATERIALS,-76.5
DA4550,SUPPLIES,FORTROSE ACADEMY,1819,CLASSROOM,331.27
DB2010,,FORTROSE ACADEMY,1819,FOOD,265.84
DD2000,,FORTROSE ACADEMY,1819,STATIONERY,697.7
DD3003,COSTS  MONO,FORTROSE ACADEMY,1819,MPS,9720.0
DD3004,COSTS  COLOUR,FORTROSE ACADEMY,1819,MPS,1770.65
DD4001,TEXT BOOKS/STATIONERY,FORTROSE ACADEMY,1819,BOOKS,2.77
DF4001,CHARGES CORE SUPPLIER,FORTROSE ACADEMY,1819,ICT,4673.56
DF7000,,FORTROSE ACADEMY,1819,POSTAGES,335.97
DF9000,TELEPHONES RENTAL,FORTROSE ACADEMY,1819,LANDLINE,2197.71
DG4000,,FORTROSE ACADEMY,1819,SUBSISTENCE,6.25
DH3100,TO ORGANISATIONS,FORTROSE ACADEMY,1819,SUBSCRIPTIONS,6.99
DK9500,SUPPLIES,FORTROSE ACADEMY,1819,MISCELLANEOUS,-69.77
EE1200,QUALIFICATIONS AUTHORITY,FORTROSE ACADEMY,1819,SCOTT,57061.2
XH1050,ACCOUNT BALANCE,FORTROSE ACADEMY,1819,REVENUE,13008.51
DD4001,TEXT BOOKS/STATIONERY,FORTROSE ACADEMY,1819,BOOKS,2047.38
AH1010,DEVELOPMENT,FORTROSE ACADEMY,1819,STAFF,398.81
KE3000,FROM WITHIN HLAND CNCL,FORTROSE ACADEMY,1819,INCOME,-4551.0
AH1000,COURSES,FORTROSE ACADEMY,1819,TRAINING,571.35
CC2000,HIRE,FORTROSE ACADEMY,1819,CAR,103.17
DD4001,TEXT BOOKS/STATIONERY,FORTROSE ACADEMY,1819,BOOKS,174.88
DG1000,,FORTROSE ACADEMY,1819,ACCOMMODATION,69.1
DA4508,SUPPLIES,FORTROSE ACADEMY,1819,PAINT,5.99
DA4551,& CRAFT SUPPLIES,FORTROSE ACADEMY,1819,ART,1209.62
DD3001,NO OF COPIES CHG,FORTROSE ACADEMY,1819,PHOTOCOPY,464.8
DD4001,TEXT BOOKS/STATIONERY,FORTROSE ACADEMY,1819,BOOKS,99.47
DA4555,SUPPLIES,FORTROSE ACADEMY,1819,SCIENTIFIC,340.21
DD3001,NO OF COPIES CHG,FORTROSE ACADEMY,1819,PHOTOCOPY,1157.72
DD4001,TEXT BOOKS/STATIONERY,FORTROSE ACADEMY,1819,BOOKS,176.14
DD3001,NO OF COPIES CHG,FORTROSE ACADEMY,1819,PHOTOCOPY,918.22
DD4001,TEXT BOOKS/STATIONERY,FORTROSE ACADEMY,1819,BOOKS,265.13
DA4555,SUPPLIES,FORTROSE ACADEMY,1819,SCIENTIFIC,446.15
DD3001,NO OF COPIES CHG,FORTROSE ACADEMY,1819,PHOTOCOPY,229.86
DD4001,TEXT BOOKS/STATIONERY,FORTROSE ACADEMY,1819,BOOKS,1.8
DD3001,NO OF COPIES CHG,FORTROSE ACADEMY,1819,PHOTOCOPY,1810.76
DD4001,TEXT BOOKS/STATIONERY,FORTROSE ACADEMY,1819,BOOKS,1106.64
DD3001,NO OF COPIES CHG,FORTROSE ACADEMY,1819,PHOTOCOPY,881.25
DD4001,TEXT BOOKS/STATIONERY,FORTROSE ACADEMY,1819,BOOKS,199.77
DD3001,NO OF COPIES CHG,FORTROSE ACADEMY,1819,PHOTOCOPY,1561.78
